date,store_id,city,area,area_type,income_level,sku_id,category,price,discount_pct,weather,is_weekend,is_holiday,raw_demand,units_sold,inventory_level,lead_time_days,order_placed,order_quantity
2023-05-03,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,RICE_1KG,Staples,60,0.0,Hot,0,0,33,33,32,2.0,0,0
2022-03-09,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BISCUIT_PK,Snacks,30,0.0,Sunny,0,0,33,33,401,2.0,0,0
2024-03-17,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,DIAPERS_SM,BabyCare,350,10.0,Hot,1,0,8,8,45,3.0,0,0
2023-07-23,DS_PUN_02,Pune,Hadapsar,Residential,Medium,ATTA_5KG,Staples,220,5.0,Rainy,1,0,45,45,146,3.0,0,0
2024-02-08,DS_PUN_02,Pune,Hadapsar,Residential,Medium,CURD_400G,Dairy,42,0.0,Sunny,0,0,52,52,99,1.0,0,0
2022-03-06,DS_MUM_01,Mumbai,Andheri,Residential,High,DIAPERS_SM,BabyCare,350,10.0,Sunny,1,0,13,13,1,3.0,0,0
2024-01-17,DS_PUN_01,Pune,Koregaon,Commercial,High,SHAMPOO_SM,PersonalCare,99,0.0,Sunny,0,0,16,16,205,3.0,0,0
2023-09-01,DS_MUM_01,Mumbai,Andheri,Residential,High,RICE_1KG,Staples,60,0.0,Cloudy,0,0,46,46,228,2.0,0,0
2023-06-11,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,WATER_1L,Beverages,20,0.0,Cloudy,1,0,156,156,276,1.0,0,0
2022-01-23,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DETERGENT_1KG,Household,110,0.0,Sunny,1,0,23,23,133,3.0,0,0
2024-02-07,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BUTTER_100G,Dairy,55,0.0,Sunny,0,0,16,16,126,1.0,0,0
2022-04-10,DS_PUN_01,Pune,Koregaon,Commercial,High,DIAPERS_SM,BabyCare,350,5.0,Hot,1,0,22,22,61,3.0,1,132
2022-05-31,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,ONION_1KG,Vegetables,40,0.0,Sunny,0,0,71,71,47,1.0,1,385
2022-10-02,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,DIAPERS_SM,BabyCare,350,10.0,Sunny,1,1,40,40,88,3.0,1,257
2023-03-08,DS_PUN_01,Pune,Koregaon,Commercial,High,ONION_1KG,Vegetables,40,10.0,Sunny,0,1,78,78,398,1.0,0,0
2022-05-10,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MILK_500ML,Dairy,28,0.0,Hot,0,0,93,93,693,1.0,0,0
22/12/2023,DS_PUN_01,Pune,Koregaon,Commercial,High,CURD_400G,Dairy,42,0.0,Sunny,0,0,42,42,201,1.0,0,0
2023-01-20,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DIAPERS_SM,BabyCare,350,0.0,Sunny,0,0,5,5,120,3.0,0,0
2023-10-13,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MAGGI_NOOD,Packaged,14,0.0,Sunny,0,0,63,63,480,2.0,0,0
2023-04-12,DS_MUM_01,Mumbai,Andheri,Residential,High,BANANA_DOZ,Fruits,50,0.0,Sunny,0,0,43,43,386,1.0,0,0
2022-11-23,DS_MUM_01,Mumbai,Andheri,Residential,High,DIAPERS_SM,BabyCare,350,0.0,Cloudy,0,0,16,16,134,3.0,0,0
2022-10-04,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DETERGENT_1KG,Household,110,0.0,Cloudy,0,0,27,27,253,3.0,0,0
2022-02-09,DS_PUN_02,Pune,Hadapsar,Residential,Medium,ONION_1KG,Vegetables,40,0.0,Sunny,0,0,9,9,454,1.0,0,0
2022-11-10,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,SOAP_BAR,PersonalCare,35,0.0,Sunny,0,0,15,15,217,2.0,0,0
2022-12-25,DS_MUM_01,Mumbai,Andheri,Residential,High,DIAPERS_SM,BabyCare,350,10.0,Foggy,1,1,46,46,60,3.0,1,198
2022-05-19,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,SHAMPOO_SM,PersonalCare,99,0.0,Sunny,0,0,25,25,49,4.0,0,0
2023-06-17,DS_PUN_01,Pune,Koregaon,Commercial,High,CHIPS_LAYS,Snacks,20,5.0,Cloudy,1,0,50,50,64,2.0,1,330
2022-11-16,DS_MUM_01,Mumbai,Andheri,Residential,High,CHIPS_LAYS,Snacks,20,0.0,Partly Cloudy,0,0,48,48,46,2.0,0,0
2022-03-24,DS_PUN_02,Pune,Hadapsar,Residential,Medium,ATTA_5KG,Staples,220,0.0,Hot,0,0,28,28,235,2.0,0,0
2022-02-26,DS_PUN_01,Pune,Koregaon,Commercial,High,BREAD_WH,Bakery,45,0.0,Sunny,1,0,61,61,256,1.0,0,0
2023-03-15,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,COKE_2L,Beverages,95,0.0,Cloudy,0,0,39,39,136,2.0,0,0
2022-08-22,DS_MUM_02,Mumbai,Dharavi,Mixed,,CHIPS_LAYS,Snacks,20,0.0,Rainy,0,0,59,59,118,2.0,0,0
2023-10-22,DS_PUN_02,Pune,Hadapsar,Residential,Medium,SHAMPOO_SM,PersonalCare,99,10.0,Sunny,1,0,12,12,88,3.0,1,184
2023-08-12,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,EGGS_12PK,Dairy,72,5.0,Rainy,1,0,58,58,168,2.0,0,0
2023-04-16,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BREAD_WH,Bakery,45,0.0,Hot,1,0,112,112,139,1.0,0,0
19/08/2023,DS_MUM_01,Mumbai,Andheri,Residential,High,COKE_2L,Beverages,95,5.0,,1,0,17,17,104,2.0,0,0
2023-02-10,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,TOMATO_500G,Vegetables,30,0.0,Sunny,0,0,58,58,252,1.0,0,0
2023-02-01,DS_PUN_02,Pune,Hadapsar,Residential,Medium,ONION_1KG,Vegetables,40,0.0,Cloudy,0,0,65,65,331,1.0,0,0
2024-03-26,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MAGGI_NOOD,Packaged,14,0.0,Hot,0,0,47,47,527,2.0,0,0
2024-02-03,DS_PUN_01,Pune,Koregaon,Commercial,High,BUTTER_100G,Dairy,55,0.0,Cloudy,1,0,30,30,71,1.0,0,0
2022-06-06,DS_PUN_01,Pune,Koregaon,Commercial,High,BREAD_WH,Bakery,45,0.0,Cloudy,0,0,39,39,571,1.0,0,0
2023-12-10,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,TOMATO_500G,Vegetables,30,5.0,Sunny,1,0,96,96,19,1.0,0,0
2022-06-15,DS_MUM_01,Mumbai,Andheri,Residential,High,SOAP_BAR,PersonalCare,35,0.0,Cloudy,0,0,25,25,200,2.0,0,0
2022-09-05,DS_PUN_01,Pune,Koregaon,Commercial,High,BREAD_WH,Bakery,45,0.0,Rainy,0,0,31,31,230,1.0,0,0
09/09/2023,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,ONION_1KG,Vegetables,40,5.0,Cloudy,1,0,82,82,262,1.0,0,0
2022-04-10,DS_MUM_01,Mumbai,Andheri,Residential,High,CURD_400G,Dairy,42,0.0,Sunny,1,0,67,67,73,1.0,1,425
2024-03-19,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,ATTA_5KG,Staples,220,0.0,Sunny,0,0,33,33,60,2.0,1,210
2023-05-01,DS_PUN_02,Pune,Hadapsar,Residential,Medium,EGGS_12PK,Dairy,72,0.0,Hot,0,0,46,46,70,1.0,0,0
2023-11-01,DS_PUN_01,Pune,Koregaon,Commercial,High,BUTTER_100G,Dairy,55,0.0,Cloudy,0,0,16,16,45,1.0,0,0
2023-05-18,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,CHIPS_LAYS,Snacks,20,0.0,Sunny,0,0,44,44,325,2.0,0,0
2022-01-23,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,CHIPS_LAYS,Snacks,20,5.0,Cloudy,1,0,24,24,107,2.0,1,330
2023-12-12,DS_MUM_01,Mumbai,Andheri,Residential,High,PANEER_200G,Dairy,85,0.0,Cloudy,0,0,54,54,238,1.0,0,0
2022-10-10,DS_MUM_01,Mumbai,Andheri,Residential,High,WATER_1L,Beverages,20,0.0,Cloudy,0,0,104,104,728,1.0,0,0
2023-05-18,DS_PUN_01,Pune,Koregaon,Commercial,High,BREAD_WH,Bakery,45,0.0,Sunny,0,0,67,67,368,2.0,0,0
2022-06-04,DS_PUN_02,Pune,Hadapsar,Residential,Medium,COKE_2L,Beverages,95,0.0,Sunny,1,0,52,52,119,2.0,0,0
2023-01-10,DS_MUM_01,Mumbai,Andheri,Residential,High,CURD_400G,Dairy,42,0.0,Sunny,0,0,36,17,0,1.0,0,0
2022-06-06,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BUTTER_100G,Dairy,55,0.0,Rainy,0,0,19,19,112,,0,0
2022-02-04,DS_PUN_02,Pune,Hadapsar,Residential,Medium,TOMATO_500G,Vegetables,30,0.0,Foggy,0,0,50,50,114,1.0,0,0
2023-03-25,DS_PUN_02,Pune,Hadapsar,Residential,Medium,RICE_1KG,Staples,60,5.0,Sunny,1,0,53,53,184,2.0,0,0
2022-01-17,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,CHIPS_LAYS,Snacks,20,0.0,Foggy,0,0,40,40,85,2.0,1,245
2023-02-07,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BANANA_DOZ,Fruits,50,0.0,Cloudy,0,0,48,48,34,1.0,1,315
2023-07-29,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,DIAPERS_SM,BabyCare,350,5.0,Rainy,1,0,5,5,52,3.0,0,0
2023-09-15,DS_PUN_01,Pune,Koregaon,Commercial,High,BUTTER_100G,Dairy,55,0.0,Sunny,0,0,14,14,106,1.0,0,0
2022-02-04,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,WATER_1L,Beverages,20,0.0,Sunny,0,0,76,76,426,1.0,0,0
2023-01-30,DS_MUM_01,Mumbai,Andheri,Residential,High,BREAD_WH,Bakery,45,0.0,Foggy,0,0,69,69,571,1.0,0,0
2022-03-07,DS_PUN_01,Pune,Koregaon,Commercial,High,DETERGENT_1KG,Household,110,0.0,Cloudy,0,0,26,26,60,3.0,0,0
2022-02-03,DS_PUN_02,Pune,Hadapsar,Residential,Medium,RICE_1KG,Staples,60,0.0,Cloudy,0,0,40,40,334,2.0,0,0
2022-02-05,DS_MUM_01,Mumbai,Andheri,Residential,High,EGGS_12PK,Dairy,72,10.0,Foggy,1,0,67,67,10,1.0,1,472
2023-11-11,DS_PUN_01,Pune,Koregaon,Commercial,High,DIAPERS_SM,BabyCare,350,0.0,Partly Cloudy,1,0,15,15,119,3.0,0,0
2022-06-17,DS_PUN_02,Pune,Hadapsar,Residential,Medium,COKE_2L,Beverages,95,0.0,Rainy,0,0,13,13,32,2.0,0,0
2023-06-08,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BISCUIT_PK,Snacks,30,0.0,Cloudy,0,0,28,28,76,2.0,1,280
2024-02-16,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,SOAP_BAR,PersonalCare,35,0.0,Foggy,0,0,28,28,135,2.0,0,0
2024-03-05,DS_MUM_01,Mumbai,Andheri,Residential,High,ONION_1KG,Vegetables,40,0.0,Hot,0,0,79,79,345,1.0,0,0
2023-02-20,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,ATTA_5KG,Staples,220,0.0,Foggy,0,0,18,18,138,2.0,0,0
2022-12-12,DS_PUN_01,Pune,Koregaon,Commercial,High,WATER_1L,Beverages,20,0.0,,0,0,59,59,121,1.0,1,630
2022-09-20,DS_PUN_02,Pune,Hadapsar,Residential,Medium,EGGS_12PK,Dairy,72,0.0,Cloudy,0,0,32,32,75,1.0,0,0
2022-04-05,DS_MUM_01,Mumbai,Andheri,Residential,,CHIPS_LAYS,Snacks,20,0.0,Hot,0,0,56,56,401,2.0,0,0
2024-01-04,DS_PUN_01,Pune,Koregaon,Commercial,High,DIAPERS_SM,BabyCare,350,0.0,Sunny,0,0,26,26,72,3.0,0,0
2022-04-03,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BISCUIT_PK,Snacks,30,0.0,Hot,1,0,90,90,76,2.0,0,0
2022-09-19,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,COKE_2L,Beverages,95,0.0,Rainy,0,0,22,22,87,3.0,1,175
2023-05-07,DS_PUN_02,Pune,Hadapsar,Residential,Medium,TOMATO_500G,Vegetables,30,5.0,Hot,1,0,79,79,171,1.0,0,0
2023-11-17,DS_PUN_01,Pune,Koregaon,Commercial,High,MAGGI_NOOD,Packaged,14,0.0,Sunny,0,0,64,64,783,2.0,0,0
2023-12-29,DS_MUM_01,Mumbai,Andheri,Residential,High,ONION_1KG,Vegetables,40,0.0,Cloudy,0,0,70,70,415,2.0,0,0
2022-03-31,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BREAD_WH,Bakery,45,0.0,,0,0,58,58,384,1.0,0,0
2022-05-25,DS_PUN_02,Pune,Hadapsar,Residential,Medium,RICE_1KG,Staples,60,0.0,Hot,0,0,22,22,412,2.0,0,0
2023-11-26,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DETERGENT_1KG,Household,110,0.0,Cloudy,1,0,27,27,117,3.0,0,0
2023-07-18,DS_MUM_01,Mumbai,Andheri,Residential,High,COKE_2L,Beverages,95,0.0,Cloudy,0,0,29,29,96,3.0,1,175
2024-01-04,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DIAPERS_SM,BabyCare,350,0.0,Foggy,0,0,6,6,20,3.0,0,0
2022-12-07,DS_PUN_01,Pune,Koregaon,Commercial,High,BUTTER_100G,Dairy,55,0.0,Foggy,0,0,13,13,32,1.0,0,0
2024-01-07,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BISCUIT_PK,Snacks,30,5.0,Sunny,1,0,59,59,275,2.0,0,0
2022-12-07,DS_PUN_01,Pune,Koregaon,Commercial,High,CHIPS_LAYS,Snacks,20,0.0,Cloudy,0,0,29,29,174,2.0,0,0
2022-05-08,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,TOMATO_500G,Vegetables,30,5.0,Sunny,1,0,107,107,178,1.0,0,0
2022-07-11,DS_PUN_01,Pune,Koregaon,Commercial,High,BISCUIT_PK,Snacks,30,0.0,Rainy,0,0,47,47,225,2.0,0,0
2022-11-17,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,COKE_2L,Beverages,95,0.0,Cloudy,0,0,45,45,44,2.0,1,227
2023-12-06,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BUTTER_100G,Dairy,55,0.0,Cloudy,0,0,24,24,215,1.0,0,0
2022-03-11,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BANANA_DOZ,Fruits,50,0.0,,0,0,48,48,304,1.0,0,0
2023-08-04,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,TOMATO_500G,Vegetables,30,0.0,Rainy,0,0,100,100,514,1.0,0,0
2022-06-03,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BUTTER_100G,Dairy,55,0.0,Rainy,0,0,18,18,93,2.0,0,0
2023-06-25,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,SOAP_BAR,PersonalCare,35,5.0,Rainy,1,0,21,21,45,2.0,1,132
26/10/2022,DS_PUN_02,Pune,Hadapsar,Residential,Medium,SHAMPOO_SM,PersonalCare,99,0.0,Sunny,0,0,25,25,204,3.0,0,0
2022-11-26,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CURD_400G,Dairy,42,5.0,Cloudy,1,0,48,48,98,1.0,0,0
2022-08-12,DS_MUM_01,Mumbai,Andheri,Residential,High,DETERGENT_1KG,Household,110,0.0,Cloudy,0,0,15,15,44,3.0,0,0
02/04/2022,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,SHAMPOO_SM,PersonalCare,99,5.0,Cloudy,1,0,12,12,13,3.0,0,0
2023-07-28,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,DETERGENT_1KG,Household,110,0.0,Rainy,0,0,23,23,128,3.0,0,0
2023-02-10,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BREAD_WH,Bakery,45,0.0,Sunny,0,0,36,36,380,1.0,0,0
2024-03-08,DS_MUM_01,Mumbai,Andheri,Residential,High,BISCUIT_PK,Snacks,30,0.0,Sunny,0,0,25,25,241,2.0,0,0
2024-03-25,DS_PUN_01,Pune,Koregaon,Commercial,High,MILK_500ML,Dairy,28,0.0,Sunny,0,0,63,63,87,,0,0
2023-04-07,DS_PUN_02,Pune,Hadapsar,Residential,Medium,WATER_1L,Beverages,20,10.0,Sunny,0,1,179,179,538,1.0,0,0
2024-01-07,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,TOMATO_500G,Vegetables,30,10.0,Cloudy,1,0,87,87,275,1.0,0,0
2022-05-16,DS_PUN_01,Pune,Koregaon,Commercial,High,SHAMPOO_SM,PersonalCare,99,0.0,Cloudy,0,0,22,22,98,4.0,1,147
01/03/2022,DS_PUN_02,Pune,Hadapsar,Residential,Medium,WATER_1L,Beverages,20,0.0,Sunny,0,0,131,131,134,1.0,0,0
2022-05-18,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,DETERGENT_1KG,Household,110,0.0,Hot,0,0,5,5,74,3.0,0,0
2022-11-12,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,ONION_1KG,Vegetables,40,0.0,Sunny,1,0,88,88,463,1.0,0,0
2022-07-06,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,WATER_1L,Beverages,20,0.0,Rainy,0,0,83,83,565,1.0,0,0
2022-08-15,DS_MUM_01,Mumbai,Andheri,Residential,High,RICE_1KG,Staples,60,10.0,Rainy,0,1,42,42,162,2.0,0,0
2023-05-25,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BUTTER_100G,Dairy,55,0.0,Cloudy,0,0,24,19,0,1.0,0,0
2024-02-07,DS_MUM_01,Mumbai,Andheri,Residential,High,PANEER_200G,Dairy,85,0.0,Cloudy,0,0,41,41,44,1.0,0,0
2022-06-20,DS_MUM_01,Mumbai,Andheri,Residential,High,MAGGI_NOOD,Packaged,14,0.0,Rainy,0,0,50,50,223,2.0,0,0
2023-12-31,DS_PUN_02,Pune,Hadapsar,Residential,Medium,SHAMPOO_SM,PersonalCare,99,5.0,Sunny,1,0,18,18,171,3.0,0,0
2022-07-23,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,SOAP_BAR,PersonalCare,35,0.0,Sunny,1,0,17,17,86,2.0,0,0
23/07/2023,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,WATER_1L,Beverages,20,5.0,Rainy,1,0,102,102,189,1.0,0,0
2024-01-10,DS_MUM_01,Mumbai,Andheri,Residential,High,SHAMPOO_SM,PersonalCare,99,0.0,Cloudy,0,0,23,23,85,3.0,0,0
2022-02-09,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,SOAP_BAR,PersonalCare,35,0.0,Foggy,0,0,11,11,112,2.0,0,0
2023-08-17,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,MILK_500ML,Dairy,28,0.0,Cloudy,0,0,51,51,480,1.0,0,0
2022-05-10,DS_MUM_01,Mumbai,Andheri,Residential,High,BISCUIT_PK,Snacks,30,0.0,Sunny,0,0,46,46,55,2.0,0,0
2023-04-08,DS_PUN_02,Pune,Hadapsar,Residential,Medium,CURD_400G,Dairy,42,5.0,Sunny,1,0,34,34,138,1.0,0,0
2022-07-12,DS_MUM_01,Mumbai,Andheri,Residential,High,COKE_2L,Beverages,95,0.0,Cloudy,0,0,30,30,258,2.0,0,0
2023-05-09,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MILK_500ML,Dairy,28,0.0,Hot,0,0,101,101,70,1.0,1,560
2023-04-10,DS_PUN_02,Pune,Hadapsar,Residential,Medium,ATTA_5KG,Staples,220,0.0,Sunny,0,0,28,28,175,3.0,0,0
2023-06-15,DS_MUM_01,Mumbai,Andheri,Residential,High,WATER_1L,Beverages,20,0.0,Rainy,0,0,116,116,385,1.0,0,0
2022-07-15,DS_PUN_02,Pune,Hadapsar,Residential,Medium,SHAMPOO_SM,PersonalCare,99,0.0,Cloudy,0,0,13,13,19,3.0,0,0
2022-04-26,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BUTTER_100G,Dairy,55,0.0,Sunny,0,0,25,25,3,1.0,0,0
2023-09-20,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BANANA_DOZ,Fruits,50,0.0,Rainy,0,0,46,46,520,1.0,0,0
2022-01-09,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,DETERGENT_1KG,Household,110,0.0,Sunny,1,0,29,29,133,3.0,0,0
2023-04-01,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BANANA_DOZ,Fruits,50,0.0,Hot,1,0,62,62,109,1.0,0,0
2023-01-30,DS_PUN_01,Pune,Koregaon,Commercial,High,CHIPS_LAYS,Snacks,20,0.0,Cloudy,0,0,45,45,159,2.0,0,0
2024-03-23,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,ATTA_5KG,Staples,220,0.0,,1,0,53,53,113,2.0,0,0
2023-01-19,DS_PUN_01,Pune,Koregaon,Commercial,High,RICE_1KG,Staples,60,0.0,Cloudy,0,0,37,37,4,2.0,0,0
2022-09-09,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,ATTA_5KG,Staples,220,0.0,Rainy,0,0,20,20,138,3.0,0,0
2022-02-02,DS_PUN_01,Pune,Koregaon,Commercial,High,COKE_2L,Beverages,0,0.0,Sunny,0,0,26,26,118,2.0,0,0
2023-03-24,DS_MUM_01,Mumbai,Andheri,Residential,High,COKE_2L,Beverages,95,0.0,Sunny,0,0,17,17,76,2.0,0,0
2023-07-03,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,MAGGI_NOOD,Packaged,14,,Cloudy,0,0,68,68,197,2.0,0,0
2023-08-31,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,DETERGENT_1KG,Household,110,0.0,Rainy,0,0,13,13,27,3.0,0,0
2022-04-16,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,MILK_500ML,Dairy,28,5.0,Sunny,1,0,115,115,347,1.0,0,0
14/07/2022,DS_MUM_01,Mumbai,Andheri,Residential,High,MILK_500ML,Dairy,28,0.0,Cloudy,0,0,48,48,451,2.0,0,0
2022-04-28,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,DIAPERS_SM,BabyCare,350,0.0,Sunny,0,0,8,8,67,3.0,0,0
19/04/2022,DS_MUM_01,Mumbai,Andheri,Residential,High,ATTA_5KG,Staples,220,0.0,Sunny,0,0,32,32,280,2.0,0,0
2022-06-03,DS_PUN_01,Pune,Koregaon,Commercial,High,DETERGENT_1KG,Household,110,0.0,Rainy,0,0,13,13,41,,0,0
2022-03-05,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BREAD_WH,Bakery,45,0.0,Sunny,1,0,112,112,167,1.0,0,0
2024-02-15,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BISCUIT_PK,Snacks,30,0.0,Cloudy,0,0,56,52,0,2.0,0,0
2022-09-12,DS_MUM_01,Mumbai,Andheri,Residential,High,MILK_500ML,Dairy,28,0.0,,0,0,73,73,238,1.0,0,0
2022-12-09,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,CHIPS_LAYS,Snacks,20,0.0,Foggy,0,0,30,30,276,2.0,0,0
2023-09-25,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CURD_400G,Dairy,42,0.0,Rainy,0,0,28,28,145,1.0,0,0
2022-05-22,DS_MUM_01,Mumbai,Andheri,Residential,High,CURD_400G,Dairy,42,0.0,Hot,1,0,73,73,103,1.0,0,0
2022-10-03,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,SHAMPOO_SM,PersonalCare,99,0.0,Partly Cloudy,0,0,31,31,34,3.0,0,0
2023-01-25,DS_MUM_01,Mumbai,Andheri,Residential,High,MAGGI_NOOD,Packaged,14,0.0,Sunny,0,0,66,66,336,2.0,0,0
2022-09-08,DS_MUM_01,Mumbai,Andheri,Residential,High,ONION_1KG,Vegetables,40,0.0,Rainy,0,0,65,65,413,1.0,0,0
2022-03-17,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,COKE_2L,Beverages,95,0.0,Sunny,0,0,31,31,167,2.0,0,0
2022-03-19,DS_PUN_02,Pune,Hadapsar,Residential,Medium,PANEER_200G,Dairy,85,10.0,Hot,1,0,40,40,333,1.0,0,0
2022-11-11,DS_PUN_01,Pune,Koregaon,Commercial,High,CHIPS_LAYS,Snacks,20,0.0,Sunny,0,0,65,65,404,2.0,0,0
2022-07-12,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,DIAPERS_SM,BabyCare,350,0.0,Rainy,0,0,12,12,43,4.0,1,98
2023-01-26,DS_MUM_01,Mumbai,Andheri,Residential,High,BUTTER_100G,Dairy,55,20.0,Sunny,0,1,33,33,139,,0,0
2023-08-07,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BUTTER_100G,Dairy,55,0.0,Rainy,0,0,21,21,19,1.0,1,110
2023-10-22,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BREAD_WH,Bakery,45,0.0,Cloudy,1,0,95,95,103,1.0,0,0
2022-07-30,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BANANA_DOZ,Fruits,50,5.0,Rainy,1,0,52,52,236,1.0,0,0
2023-11-24,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,RICE_1KG,Staples,60,0.0,Sunny,0,0,23,23,189,2.0,0,0
2022-10-27,DS_MUM_01,Mumbai,Andheri,Residential,High,EGGS_12PK,Dairy,72,0.0,Partly Cloudy,0,0,57,57,499,1.0,0,0
2022-09-22,DS_PUN_01,Pune,Koregaon,Commercial,High,MAGGI_NOOD,Packaged,14,,Rainy,0,0,30,30,142,2.0,0,0
2022-08-18,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,PANEER_200G,Dairy,85,0.0,Rainy,0,0,26,26,178,1.0,0,0
2022-05-25,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BANANA_DOZ,Fruits,50,0.0,Sunny,0,0,41,41,305,1.0,0,0
2022-09-02,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CURD_400G,Dairy,42,0.0,Cloudy,0,0,36,36,170,1.0,0,0
2022-07-31,DS_MUM_01,Mumbai,Andheri,Residential,High,MAGGI_NOOD,Packaged,14,5.0,Cloudy,1,0,50,50,275,2.0,0,0
2024-01-15,DS_PUN_01,Pune,Koregaon,Commercial,High,SOAP_BAR,PersonalCare,35,0.0,Sunny,0,0,22,22,78,2.0,0,0
2023-06-05,DS_MUM_01,Mumbai,Andheri,Residential,High,MILK_500ML,Dairy,28,0.0,Rainy,0,0,103,103,161,1.0,0,0
2023-12-08,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,SOAP_BAR,PersonalCare,35,0.0,Cloudy,0,0,11,11,20,2.0,0,0
2022-05-12,DS_PUN_01,Pune,Koregaon,Commercial,High,CURD_400G,Dairy,42,0.0,Sunny,0,0,29,29,190,1.0,0,0
2022-12-20,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CURD_400G,Dairy,42,0.0,Cloudy,0,0,26,26,53,2.0,1,220
2022-04-02,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,DIAPERS_SM,BabyCare,350,10.0,Sunny,1,0,10,10,98,3.0,0,0
